type,n,m,seed,generator_timestamp,test_timestamp
maxnorm,2,4,15150,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15197,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15254,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15286,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15313,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15380,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15412,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15450,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15451,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15459,2023-10-26 00:02:46,2023-10-27 22:30:33
maxnorm,2,4,15476,2023-10-26 00:02:46,2023-10-27 22:30:34
maxnorm,2,4,15554,2023-10-26 00:02:46,2023-10-27 22:30:34
maxnorm,2,4,15573,2023-10-26 00:02:46,2023-10-27 22:30:34
maxnorm,2,4,15593,2023-10-26 00:02:46,2023-10-27 22:30:34
maxnorm,2,4,15614,2023-10-26 00:02:46,2023-10-27 22:30:34
maxnorm,2,4,15635,2023-10-26 00:02:46,2023-10-27 22:30:34
maxnorm,2,4,15662,2023-10-26 00:02:46,2023-10-27 22:30:34
maxnorm,2,4,15697,2023-10-26 00:02:46,2023-10-27 22:30:34
maxnorm,2,4,15751,2023-10-26 00:02:46,2023-10-27 22:30:34
maxnorm,2,4,15972,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16022,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16034,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16042,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16044,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16052,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16085,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16124,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16145,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16255,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16323,2023-10-26 00:02:46,2023-10-27 22:30:35
maxnorm,2,4,16369,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16372,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16373,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16470,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16476,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16522,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16524,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16557,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16608,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16718,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16746,2023-10-26 00:02:46,2023-10-27 22:30:36
maxnorm,2,4,16803,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16810,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16828,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16833,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16856,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16864,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16871,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16883,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16895,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16938,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16944,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,16968,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,17036,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,17094,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,17142,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,17146,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,17147,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,17161,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,17163,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,17177,2023-10-26 00:02:46,2023-10-27 22:30:37
maxnorm,2,4,17227,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17229,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17238,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17257,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17310,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17406,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17410,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17423,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17503,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17538,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17546,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17573,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17574,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17637,2023-10-26 00:02:46,2023-10-27 22:30:38
maxnorm,2,4,17664,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,17678,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,17760,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,17765,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,17858,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,17915,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,17936,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,17986,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,18038,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,18074,2023-10-26 00:02:46,2023-10-27 22:30:39
maxnorm,2,4,18262,2023-10-26 00:02:46,2023-10-27 22:30:40
maxnorm,2,4,18276,2023-10-26 00:02:46,2023-10-27 22:30:40
maxnorm,2,4,18277,2023-10-26 00:02:46,2023-10-27 22:30:40
maxnorm,2,4,18327,2023-10-26 00:02:46,2023-10-27 22:30:40
maxnorm,2,4,18460,2023-10-26 00:02:46,2023-10-27 22:30:40
maxnorm,2,4,18465,2023-10-26 00:02:46,2023-10-27 22:30:40
maxnorm,2,4,18523,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18541,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18551,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18667,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18746,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18776,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18785,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18838,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18854,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18880,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18951,2023-10-26 00:02:46,2023-10-27 22:30:41
maxnorm,2,4,18963,2023-10-26 00:02:46,2023-10-27 22:30:42
maxnorm,2,4,18974,2023-10-26 00:02:46,2023-10-27 22:30:42
maxnorm,2,4,19000,2023-10-26 00:02:46,2023-10-27 22:30:42
maxnorm,2,4,19125,2023-10-26 00:02:46,2023-10-27 22:30:42
maxnorm,2,4,19232,2023-10-26 00:02:46,2023-10-27 22:30:42
maxnorm,2,4,19343,2023-10-26 00:02:46,2023-10-27 22:30:42
maxnorm,2,4,19476,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19499,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19516,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19537,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19549,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19592,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19617,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19618,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19652,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19758,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19811,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19822,2023-10-26 00:02:46,2023-10-27 22:30:43
maxnorm,2,4,19831,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,19850,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,19878,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,19961,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,19963,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,19970,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20038,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20042,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20051,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20065,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20102,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20132,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20159,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20194,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20251,2023-10-26 00:02:46,2023-10-27 22:30:44
maxnorm,2,4,20321,2023-10-26 00:02:46,2023-10-27 22:30:45
maxnorm,2,4,20326,2023-10-26 00:02:46,2023-10-27 22:30:45
maxnorm,2,4,20376,2023-10-26 00:02:46,2023-10-27 22:30:45
maxnorm,2,4,20515,2023-10-26 00:02:46,2023-10-27 22:30:45
maxnorm,2,4,20549,2023-10-26 00:02:46,2023-10-27 22:30:45
maxnorm,2,4,20552,2023-10-26 00:02:46,2023-10-27 22:30:45
maxnorm,2,4,20632,2023-10-26 00:02:46,2023-10-27 22:30:45
maxnorm,2,4,20709,2023-10-26 00:02:46,2023-10-27 22:30:46
maxnorm,2,4,20896,2023-10-26 00:02:46,2023-10-27 22:30:46
maxnorm,2,4,20956,2023-10-26 00:02:46,2023-10-27 22:30:46
maxnorm,2,4,20972,2023-10-26 00:02:46,2023-10-27 22:30:46
maxnorm,2,4,21031,2023-10-26 00:02:46,2023-10-27 22:30:46
maxnorm,2,4,21057,2023-10-26 00:02:46,2023-10-27 22:30:46
maxnorm,2,4,21083,2023-10-26 00:02:46,2023-10-27 22:30:46
maxnorm,2,4,21097,2023-10-26 00:02:46,2023-10-27 22:30:46
maxnorm,2,4,21123,2023-10-26 00:02:46,2023-10-27 22:30:46
maxnorm,2,4,21146,2023-10-26 00:02:46,2023-10-27 22:30:47
maxnorm,2,4,21242,2023-10-26 00:02:46,2023-10-27 22:30:47
maxnorm,2,4,21294,2023-10-26 00:02:46,2023-10-27 22:30:47
maxnorm,2,4,21424,2023-10-26 00:02:46,2023-10-27 22:30:47
maxnorm,2,4,21477,2023-10-26 00:02:46,2023-10-27 22:30:47
maxnorm,2,4,21518,2023-10-26 00:02:46,2023-10-27 22:30:47
maxnorm,2,4,21536,2023-10-26 00:02:46,2023-10-27 22:30:47
maxnorm,2,4,21572,2023-10-26 00:02:46,2023-10-27 22:30:47
maxnorm,2,4,21680,2023-10-26 00:02:46,2023-10-27 22:30:48
maxnorm,2,4,21739,2023-10-26 00:02:46,2023-10-27 22:30:48
maxnorm,2,4,21789,2023-10-26 00:02:46,2023-10-27 22:30:48
maxnorm,2,4,21796,2023-10-26 00:02:46,2023-10-27 22:30:48
maxnorm,2,4,21917,2023-10-26 00:02:46,2023-10-27 22:30:48
maxnorm,2,4,21978,2023-10-26 00:02:46,2023-10-27 22:30:48
maxnorm,2,4,21984,2023-10-26 00:02:46,2023-10-27 22:30:48
maxnorm,2,4,22060,2023-10-26 00:02:46,2023-10-27 22:30:49
maxnorm,2,4,22133,2023-10-26 00:02:46,2023-10-27 22:30:49
maxnorm,2,4,22142,2023-10-26 00:02:46,2023-10-27 22:30:49
maxnorm,2,4,22196,2023-10-26 00:02:46,2023-10-27 22:30:49
maxnorm,2,4,22240,2023-10-26 00:02:46,2023-10-27 22:30:49
maxnorm,2,4,22369,2023-10-26 00:02:46,2023-10-27 22:30:49
maxnorm,2,4,22415,2023-10-26 00:02:46,2023-10-27 22:30:49
maxnorm,2,4,22417,2023-10-26 00:02:46,2023-10-27 22:30:49
maxnorm,2,4,22457,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22468,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22499,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22510,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22594,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22611,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22637,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22665,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22713,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22736,2023-10-26 00:02:46,2023-10-27 22:30:50
maxnorm,2,4,22872,2023-10-26 00:02:46,2023-10-27 22:30:51
maxnorm,2,4,22873,2023-10-26 00:02:46,2023-10-27 22:30:51
maxnorm,2,4,23021,2023-10-26 00:02:46,2023-10-27 22:30:51
maxnorm,2,4,23093,2023-10-26 00:02:46,2023-10-27 22:30:51
maxnorm,2,4,23159,2023-10-26 00:02:46,2023-10-27 22:30:51
maxnorm,2,4,23203,2023-10-26 00:02:46,2023-10-27 22:30:51
maxnorm,2,4,23208,2023-10-26 00:02:46,2023-10-27 22:30:51
maxnorm,2,4,23271,2023-10-26 00:02:46,2023-10-27 22:30:51
maxnorm,2,4,23282,2023-10-26 00:02:46,2023-10-27 22:30:51
maxnorm,2,4,23316,2023-10-26 00:02:46,2023-10-27 22:30:52
maxnorm,2,4,23416,2023-10-26 00:02:46,2023-10-27 22:30:52
maxnorm,2,4,23436,2023-10-26 00:02:46,2023-10-27 22:30:52
maxnorm,2,4,23540,2023-10-26 00:02:46,2023-10-27 22:30:52
maxnorm,2,4,23552,2023-10-26 00:02:46,2023-10-27 22:30:52
maxnorm,2,4,23574,2023-10-26 00:02:46,2023-10-27 22:30:52
maxnorm,2,4,23606,2023-10-26 00:02:46,2023-10-27 22:30:52
maxnorm,2,4,23662,2023-10-26 00:02:46,2023-10-27 22:30:52
maxnorm,2,4,23737,2023-10-26 00:02:46,2023-10-27 22:30:52
maxnorm,2,4,23762,2023-10-26 00:02:46,2023-10-27 22:30:53
maxnorm,2,4,23776,2023-10-26 00:02:46,2023-10-27 22:30:53
maxnorm,2,4,23781,2023-10-26 00:02:46,2023-10-27 22:30:53
maxnorm,2,4,23936,2023-10-26 00:02:46,2023-10-27 22:30:53
maxnorm,2,4,24111,2023-10-26 00:02:46,2023-10-27 22:30:53
maxnorm,2,4,24135,2023-10-26 00:02:46,2023-10-27 22:30:53
maxnorm,2,4,24210,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24257,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24275,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24347,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24359,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24392,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24408,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24428,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24430,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24432,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24449,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24455,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24464,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24520,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24571,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24598,2023-10-26 00:02:46,2023-10-27 22:30:54
maxnorm,2,4,24609,2023-10-26 00:02:46,2023-10-27 22:30:55
maxnorm,2,4,24648,2023-10-26 00:02:46,2023-10-27 22:30:55
maxnorm,2,4,24674,2023-10-26 00:02:46,2023-10-27 22:30:55
maxnorm,2,4,24713,2023-10-26 00:02:46,2023-10-27 22:30:55
maxnorm,2,4,24812,2023-10-26 00:02:46,2023-10-27 22:30:55
maxnorm,2,4,24828,2023-10-26 00:02:46,2023-10-27 22:30:55
maxnorm,2,4,24922,2023-10-26 00:02:46,2023-10-27 22:30:55
maxnorm,2,4,25064,2023-10-26 00:02:46,2023-10-27 22:30:56
maxnorm,2,4,25117,2023-10-26 00:02:46,2023-10-27 22:30:56
maxnorm,2,4,25160,2023-10-26 00:02:46,2023-10-27 22:30:56
maxnorm,2,4,25176,2023-10-26 00:02:46,2023-10-27 22:30:56
maxnorm,2,4,25181,2023-10-26 00:02:46,2023-10-27 22:30:56
maxnorm,2,4,25257,2023-10-26 00:02:46,2023-10-27 22:30:56
maxnorm,2,4,25266,2023-10-26 00:02:46,2023-10-27 22:30:56
maxnorm,2,4,25301,2023-10-26 00:02:46,2023-10-27 22:30:56
maxnorm,2,4,25456,2023-10-26 00:02:46,2023-10-27 22:30:56
maxnorm,2,4,25471,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25493,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25535,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25567,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25584,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25592,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25626,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25700,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25718,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25793,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25867,2023-10-26 00:02:46,2023-10-27 22:30:57
maxnorm,2,4,25932,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,25950,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,25989,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,26084,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,26136,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,26170,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,26175,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,26198,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,26290,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,26319,2023-10-26 00:02:46,2023-10-27 22:30:58
maxnorm,2,4,26377,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26393,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26406,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26481,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26508,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26569,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26574,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26654,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26694,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26749,2023-10-26 00:02:46,2023-10-27 22:30:59
maxnorm,2,4,26830,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,26899,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,26933,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,26957,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,26993,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,27024,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,27036,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,27057,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,27078,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,27122,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,27192,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,27208,2023-10-26 00:02:46,2023-10-27 22:31:00
maxnorm,2,4,27259,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27269,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27337,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27355,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27371,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27396,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27450,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27451,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27524,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27525,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27537,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27562,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27644,2023-10-26 00:02:46,2023-10-27 22:31:01
maxnorm,2,4,27663,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,27720,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,27724,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,27801,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,27832,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,27843,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,27880,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,27915,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,27940,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,28035,2023-10-26 00:02:46,2023-10-27 22:31:02
maxnorm,2,4,28178,2023-10-26 00:02:46,2023-10-27 22:31:03
maxnorm,2,4,28200,2023-10-26 00:02:46,2023-10-27 22:31:03
maxnorm,2,4,28273,2023-10-26 00:02:46,2023-10-27 22:31:03
maxnorm,2,4,28339,2023-10-26 00:02:46,2023-10-27 22:31:03
maxnorm,2,4,28417,2023-10-26 00:02:46,2023-10-27 22:31:03
maxnorm,2,4,28540,2023-10-26 00:02:46,2023-10-27 22:31:04
maxnorm,2,4,28621,2023-10-26 00:02:46,2023-10-27 22:31:04
maxnorm,2,4,28632,2023-10-26 00:02:46,2023-10-27 22:31:04
maxnorm,2,4,28726,2023-10-26 00:02:46,2023-10-27 22:31:04
maxnorm,2,4,28746,2023-10-26 00:02:46,2023-10-27 22:31:04
maxnorm,2,4,28749,2023-10-26 00:02:46,2023-10-27 22:31:04
maxnorm,2,4,28755,2023-10-26 00:02:46,2023-10-27 22:31:04
maxnorm,2,4,28922,2023-10-26 00:02:46,2023-10-27 22:31:04
maxnorm,2,4,29032,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29040,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29054,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29109,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29115,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29153,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29196,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29232,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29245,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29308,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29335,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29377,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29384,2023-10-26 00:02:46,2023-10-27 22:31:05
maxnorm,2,4,29454,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29475,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29509,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29518,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29542,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29546,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29596,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29645,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29688,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29713,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29753,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29764,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29784,2023-10-26 00:02:46,2023-10-27 22:31:06
maxnorm,2,4,29846,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,29847,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,29848,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,29864,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,29890,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,29897,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,29931,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,29940,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,29947,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,29980,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,30014,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,30016,2023-10-26 00:02:46,2023-10-27 22:31:07
maxnorm,2,4,30160,2023-10-26 00:02:46,2023-10-27 22:31:07
